review,sentiment
read book based adaptation bother hated every character show miranda slutty selfish mumbled miserably appalling dialogue sister total wimp worst depiction manic depression ever seen degree psychology accurate fact mentioned realise troy supposed bipolar thought normal slightly grumpy teenager br br saving grace stupid show david tennant whose brilliantly psychotic performance thing got watch second half br br clearly writer producer show done research troy mental problem remotely accurate forensics involved twist ending spot mile big ole dummy br br utter garbage,0
movie silly short funny movie unhappy easterner pleased west hire drunk wagon master john candy lead back east sight gag funny enough carry one richard lewis get nerve quickly honestly like anything ed lauter hilarious bumbling villain br br movie dedicated candy died massive heart attack ten day movie completed stand digital enhancement enabled candy character seen final scene candy good comedian gave u real good knee slapping belly laugh career movie caliber best br br also film recognize william sanderson gailard sartain ethan phillips ellen greene rodney grant,0
love umberto lenzi cop movie rome armed teeth favorite desert commando pretty much legitimized italian euro war phenomenon managing actually pretty good movie give gun machine guy run around talking tough hard miss br br shame encounter eaten alive cannibal ferox could anybody really one watch sense contract told kind film make assigned cast crew given budget deadline script lenzi went executed film way guy mcdonald fix batch french fry two eaten alive original kind amazing considering feature extensive footage copped three cannibal movie easier enjoy cannibal ferox though much br br let others outline plot fascinated film staged look yet somewhat infamous reputation film sort assault good taste though film exercise bad taste complete title earning scene two pretty supporting lady quite literally sliced eaten alive cannibal film high point problem lenzi let u get good long look cannibal feast scene convincing ring rd season star trek episode complete fake jungle set really gory close shot know anyone else someone slicing piece person eating lie look distressed br br problem film might lot respect lenzi filmmaker could directed anybody cannibal movie convention touched never feel like filmed real conviction try bully ruggero deodato sandbox two director certainly must known either sort juvenile rivalry actual dislike work conscious need upstage lenzi invented cannibal genre man deep river deodato blew away jungle holocaust lenzi fired back eaten alive deodato blew everyone else away superior cannibal holocaust lenzi fired last parting salvo cannibal ferox realistic krazy glu commercial guy superglues hardhat girder hang midair br br film le desperate bit hesitant push viewer abyss everything holy ferox remains sort misguided attempt upstage cannibal holocaust one mish mash interesting jungle adventure crossed jim jones like suicide cult cannibal seem like added afterthought rather reason making film think fan genre better impression film fan lenzi film looking something new formidable director entertaining slave cannibal god adventurous man deep river certainly lack wallop cannibal holocaust combine consideration recycled footage stomach churning scene animal violence misogynistic scene sexual violence stagy wooden methodology film making get end ok jungle thriller two three standout scene umberto lenzi capable much br br gore freak go nut however,0
film first british teen movie actually address reality violent rock roll society rather lucid parody teenage life attempt celebrate work liverpool junior liaison officer opening title point potential delinquent dealt scheme committed second crime however becomes merely pretext following teen drama film epilogue instructed feel responsible sorry delinquent however mixed might seem br br stanley baker play tough detective reluctantly take post juvenile liaison officer hard boiled character role typical baker currently trail notorious arsonist known firefly relish distraction transfer however good police drama led back full circle remarkable turn event back original investigation br br first case lead home two young child mary patrick murphy played real life brother sister duo committed petty theft meet cathie satisfyingly portrayed anne heywood older sister eventually becomes romantically involved quickly becomes obvious squalid environment inner city estate breeding ground juvenile delinquency br br elder brother murphy family johnny leader gang rock roll hoodlum mccallum eye catching turn americanized mixed kid owes like marlon brando previous british star one reminded brando character johnny wild one led leather clad gang rebellious bikers much way film johnny lead gang br br thankfully preachiness earlier dearden crime drama blue lamp apparent instead presented several well drawn character side law drama delinquent romantic interest heywood baker take forefront br br plot whilst time predictable deliver memorable scene disruptive influence rock roll music thought played scene johnny abandon music leading menacing advance police sergeant grippingly memorable piece film however climatic classroom scene bunch terrified school child including mary patrick held hostage gunpoint johnny obviously light real life dumblaine massacre scene seems horrifying understandably film seldom aired available modern audience,1
interesting topic pathetic delivery script direction br br hero mile thaw emergency world first life restoration surgery fun begin underlying issue mile soul used explain quasi erratic behaviour indirectly responsible two death believe total number death minute br br livlier side mile prefers odd glass brandy blazing fireplace young maturing female cousin finale indeed justice film br br thought producer parted create tripe j feigelson script writer sole producer look like learn lesson bring interesting idea life one view writing credit support credibility script br br available dvd truly scary forever bottom shelf vhs format br br incarnated human without soul default evil entity br br score offer minimal support even form jerry goldsmith could save br br deserved time slot tv touch entertaining infomercial test pattern competing time viewing br br thankfully spawn sequel ala wes craven nightmare franchise chiller return return mile something like br br despite rating still recommend movie great example kill acting script writing career apply directing however wes craven eternally exempt due sole good piece nightmare elm street,0
movie good think tiffany amber beautiful liked movie anyone tell get hold song movie even soundtrack possible least get name song respective singer tried look amazon com tried cd baby either browsed google get detail would appreciate someone could give answer question know song belong country music sung country artist need title name along singer would recommend movie rather song country loving person,1
movie deceiving ever using suspenseful looking actor like walken play piece junk made look like nothing better play boring role like one fact movie supposed witch really see almost end movie meanwhile sit watch boring film get try get meaning point go whole trail boring actor actress thinking whole time passed another movie decided one waisted money make whole point time useless sitting rather watch cartoon goodness sake leave one alone please,0
writer trying create character scrub different occupation however character stuck charisma acting ability mention writing seems poor effortless guy trying create something would good writing disgusting leaving show lifeline two attractive teacher barely keeping alive humor show seems like trying target audience q another reason show becoming failure could writing show scrub excellent show follow leaving viewer odd position knowing whether cry lose hope new sitcom together opinion think guy stop humiliate anymore already,0
faw br br aspect ratio br br sound format silent br br black white short film br br stan n ollie get mixed couple floozy kay deslys vera white setting visit theatre burn absence needle say tyrannical wife vivien oakland be flower amused br br leo mccarey ok comedy laid narrative framework william seiter masterpiece son desert l h playing brow beaten victim circumstance forced tell monstrous lie backfire spectacular fashion much funny especially scene stan teased deslys leading violent game push shove however fun undercut oakland flower playing role completely straight add element unpleasantness henpecked husband scenario originally released uk slip,0
film disappointed many reason first depiction future seemed first realistic well built feature marginal role story weak copy lost translation middle eastern setting man family meet new girl overseas karaoke bar camera movement imagery bad imitation excellent lost translation also credibility movie try something brilliant cultural wonder tim robbins even considered film female main actress awful play precog minority report show vagina movie like lost translation show excessive love scene r rated movie even worth watching videostore,0
george barry death bed bed eats root dark fairy tale told via horror movie framework opinion one best film downright criminal picture basically stolen distributed without barry knowledge responsible theft fed bed asap looking overt gore rabid action death bed bed eats flick death bed gentler weirder drive picture play like utterly strange dream half remembered recommend reading stephen thrower summation death bed thrower fab press book nightmare usa describes movie vibe perfectly whether intentional noticed shade death bed everything phantasm film michele soavi cemetery man magic realism slipstream fiction author kelly link barry original fair world sure would followed death bed number fantastically bizarre film,1
might consider spoiler rather cautious careless never saw movie little fell love first time saw three year old daughter watch br br little acting ilene wood lifetime wonderful voice cinderella appealing believable music really fit movie perfectly acting great loved mouse really hated lady tremain step sister awful cartoonist depicted spoiled behavior well br br wonderful movie especially love story daughter seen movie time still get excited end,1
licence fee watch trash pay hard earned cash humourless hint laughter god know bafta br br subjected eastenders twenty year oh great british public going see awful soap crass pap programme depicts reality east end london everyday life beirut never done br br eastenders know real one kind courageous hardworking loyal one greatest attribute humour eastenders went worst london blitz still stuck two finger hitler see screen five day week including omnibus nothing bunch moaning wailing dead neck wimp seem little else sit pub day sniping great advert britain writer actually believe garbage pumping obviously woolly minded section public heard apparently anyone brainwashed believing anything,0
excellent film traditional working class family northern england filmed location bolton star james mason father dominant force within home seems cleverly film based play portrays complexity family life supporting cast terrific well many familiar face lending support,1
since bette davis vehicle ex lady seen film much better star said bum rap atoll k k utopia k robinson crusoeland k escapade got year come horror story stan laurel told production given suffered stroke filming looked like death warmed much opening two shot together never guess laurel survived hardy eight year subsequently diagnosed diabetes adjusted diet accordingly restored health one understand laurel think film pleasant experience life yes flawed cheapness production show dubbing awful laurel hardy old energetic slapstick greatest film still genuinely funny léo joannon story introduces element political satire sometimes libertarian sometimes communalist one would expect see socially conscious comedian like chaplin marx brother never laurel hardy film deserves credit different though debt ealing studio classic passport pimlico made year earlier pretty obvious integrating laurel hardy comedy rather edgy context completely different anything used great movie certainly better eight dreary one fox mgm made early suspect film technical crudity kept earning cult following among anti establishment baby boomer youth marx brother duck soup acquired late early,1
went see random heart friend first thought maybe enjoying movie like good get movie sort award well none friend liked either unbelievable slow much like getting teeth pulled action movie preview walk theatre assumed something would happen smart people walk never walked movie life definitely tough write considering relatively easy please come movie take lot think movie awesome much like movie even come close like category movie hour long like two separate trite story one smoothly sewn together plus soundtrack could even call annoying like seinfeld riff played difference like seinfeld movie jazz riff kept playing sounded highly inappropriate time especially people dealing death plane crash hard explain mean trust awful cannot say enough make people waste money left theatre honestly wanted write movie company demand back sheeesh could gone bowling something money,0
agree many others said shallow offensive nature film examination racism baffling many people seem fooled pretentiousness want comment matt dillon character example infuriating movie man contrasted film underlying message little racist effectively rape woman public cruelly humiliating husband deliberately goading make move well know lead arrest even death pulling couple without legal cause come understand black wealthy hurt little boy police therefore plea behavior little racist behavior evil disturbing extreme racism held next another character behavior spouting paranoid stereotype gang violence illustrate everybody little racist later spoon fed tripe dillon poor old dad black folk drove poor house supposed explain worse excuse behavior dillon character meant redeem committing utterly unmotivated unbelievable laughably coincidental act saving woman sexually assaulted night please fact many people seem feel kind self congratulatory admiration film make feel sad shallowness understanding racism apparent lack commitment condemning ending,0
claim matter hard seek never find better movie version othello love kenneth branagh magnificent masterpiece much ado nothing hamlet much dead certain also find oliver parker othello irresistible laurence fishburne various splendid role career quite terrific boy n hood always considered amusing role furious style greatest achievement course way saw br br play part othello probably challenging role whole career brilliant fantastic job irène jacob absolutely charming desdemona kenneth branagh simply phenomenal fascinating role story crooked manipulate villain iago marvelous othello part absolute elite among shakespeare ingenious work deal favorite topic crookedness envy deceitfulness jealousy movie adaptation certainly one finest film seen based william shakespeare play,1
day ridley scott one top director producer command huge sum helm movie especially since film like alien gladiator blade runner credit partial list credit obvious amazing talent however watch early effort made film school probably hard time telling destined greatness although nice camera work style film hopelessly dull uninvolving however considering meant general release training ground disposed looking charitably hence score br br way film part cinema european short dvd dvd short great though contains man without head copy shop rabbit wasp amazing dvd lover short film well worth buying,0
excellent performance still good actor around also great directing photography true shakespear must shakespear fan macbeth jason connery moved tear final monolog brief candle gave sphere moral decay dark force human face make interesting helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil love death decay shakespears lyric one,1
really enjoy movie first time turner classic movie actor well brynner steal show like always sexy one movie see brynner emotion actually movie first ever seen laugh play strong larger life serious role movie movie see masculine tough sensitive side brynner brynner seems lady man movie amazing brynner eats glass cup speaks russian tongue drive crazy love understand brynner kerr good chemistry star movie together brynner always die end kind reminds king way,1
watched film twice think quite good limited equipment used create film filmed dr heyerdahl explains theory migration south american pre colubian indian polynesia island way raft fell large balsa tree documentary follows dr heyerdahl crew select balsa tree equidor float river pacific assembly peru launch day sea adventure testing strength primitive raft surviving mean available native era see real adventure,1
star rating saturday night friday night friday morning sunday night monday morning br br alice defeated freddy end last film trying adjust life unborn child carrying demonous presence freddy trying come world br br interesting note director got big break directing freddy film charles russell eraser mask renny harlin long kiss goodnight cutthroat island cliffhanger die hard stephen hopkins lost space predator russell harlin made good job hopkins imo made something podge entry quickly forgotten br br story clearly stretched far go freddy ludicrously father ridiculous looking demon baby even hour half get rather tiresome course scary br br bon appetit bitch catch phrase memorable point wise forgettable entry,0
christian slater tara reid stephen dorff frank c turner mathew walker sanderson directed uwe boll br br based video game director uwe boll attempt recreate game action packed nail biter sadly succeed instead make one worst movie ever made even though get minor celebrity christian slater tara reid stephen dorff movie lack necessary fundamental movie need good story line basic relativity going dark light movie bounce around uwe boll creative control mention bad cgi used making monster even though look cool feeding well little lame honestly one worst movie ever made final rating,0
may sentimentalist found movie truly moving first movie reduced tear recommend anyone gay str religious supporting co star jackie bisset stole show especially one liner nude scene superbly crafted well good taste shocking portrayal orientation reversal deprogramming instituted mormon church lead character shocked still go world nevertheless enjoyed movie tremendously definitely best gay film since torch song trilogy much better gay movie offering year fluffer,1
sorry see rated low many people series started good first season good br br people tend forget beginning something look end good look total end result sad lot usual character died damn lot nice new character br br please attach character attach series plot please understand like boone died augur died well need done imagine everyone keep living whole series lot danger time come face die would invincible way always keep tension survive die realize people attach self character favorite character augur one could get every computer wanted one mysterious could thing computer one else could br br wish make one statement people vote negative series started good deserve low rating look final season instead total see good series started see much enjoyed,1
wonder one best musical ever three busby berkely number end movie spectacular make film wonderful incredible non stop patter natural acting cagney blondell keeler also lovely even though may great actress freshness movie see flick today much le usually stilted film even though plot involving setting movie prologue quite dated,1
romantic comedy bad funny thing happening rather memorable character br br acting however amateurish exception banker scene great fun others simply embarrassing particular found romantic part story poor br br guess worth seeing like football romantic comedy really bad movie ending feel quite good expect anything ordinary fair enough hour quarter kill,0
mmmm previous summary say like alien predator enjoy film could disagree film pay respect weighty lineage reduced two best loved sci fi strand little teen horror slasher movie none tension foreboding present previous alien predator movie discernible lead character really care character positively yearned see stereotypical cast die soon possible vain hope something better would replace really take super human incompetence two fearsome creature ever invented positively fail make gripping thrilling movie watch want see,0
prepared bad movie bad movie guess complain twentysomething tom gay poster boy robert stadlober many issue know coming going stayed pretty girl serious mavie anna brüggemann nonsense angie emma daubas sarah baumann star movie within movie tom soul mate wild eyed margarete jana pallaske reminds béatrice dalle gina gershon got remember fine memory look good even ridiculous outfit mean ridiculous even berlin standard wonder whether liked movie character age guess watch indie idol oli schulz max schröder der hund marie performing street musician feeling pain,0
one horror movie based tv show get right friday th series connection movie poltergeist legacy sure may loosely connected movie feel like throw famous title show fan watch br br show freddy burned elm street parent st episode believe amount parent disappointing kid targeted st movie expect parent oh well br br freddy basically narrator show watch action people real world sometimes getting involved somehow like anthology show like tale crypt supernatural surprise ending twist involved br br acting lack believe violence sometimes surpasses movie show lasted couple season made around time th movie heard canceled due protesting parent watched lot r rated stuff kid shame parent ruin everyone movie came series total loss,1
project ii classic jackie chan movie kung fu crazy stunt slapstick humor expect good prequel still great movie want something fun watch story simple jackie chan versus evil men want movie braniac understand would suggest one,1
script scary movie ready go problem film blatantly evident actor audience alike director keenan ivory wayans many actor funny people movie completely humorless credit film several funny moment whole scary movie even close clever amusing original br br first scary movie laugh minute film turned smallest subtlety slasher film genre comedic gold humor scary movie heavy handed un original even miss obvious opportunity parody two movie star former cast member beverly hill show begging parodied final analysis scary movie like fine bottle wine opened far soon script needed lot time age star,0
jamie foxx epitome ray charles moment stop seeing film see biography played great man ray charles truly genius music movie excellently depicted one ever ever write play record music like musical giant passed flesh world lost one greatest american hero far movie fact jamie foxx received classical music scholarship college could play like ray asset director could better double play piano try split screen someone else hand jamie face worked beautifully loved fact also picked difficult ray always nice man also root drug addict womanizer sometimes plain hard headed guess made genius fault pick jamie best actor,1
deserved watch crap worst ever acting awful read comedy expected least smile twice wiling loose hour half life right movie recommend look wall something anything else watch film yoy even watch documentary guy pregnant woman guarantee entertaining actor one forgot name bad surprised hi accepted role anyway want someone eat cheese right film want punish someone,0
production insult stooge especially moe inaccurate poorly acted many event depicted happen way much left skipped read book written moe daughter joan instead waste time,0
korine established talented impressive image maker promotional poster mister lonely include film impressive composition though one particular yet see promo material blue clad nun teasing dog stick surrounded green forest torrential rain pouring opening image film michael jackson lookalike diego luna riding small motorbike round track strangely compelling beautiful roy orbison mister lonely play soundtrack image unfold slow motion also funny terrific sequence character mime dance without music though radio sits like silent dog next middle paris street korine splice sound effect jump cut evoke feeling futility dogged liberation character dance routine br br first instance segment dealing nun also strangely poignant father umbrillo werner herzog autocratic priest fly nun drop food impoverished area nearby scene light hearted affecting herzog must deal stubbornly enthusiastic local wish make plane trip order see wife san francisco exchange develops herzog draw man confession sinned frequent infidelity cause wife left first place scene short sweet gain particular weight one learns improvised origin sinner played non actor set korine co filming adulterous way given real life lasting overwhelming guilt br br henceforth film hit miss succession intrinsically interesting moment add frivolous muddled narrative whereas gummo julien donkey boy maintain aesthetic emotional weight via coherent structural framework mister lonely feel like victim editing room ruthlessness scene cut film would otherwise painted fuller picture certain character due continuity error costume result doubt due absence shooting script korine tendency improvisation one deleted scene particular charlie chaplin denis lavant madonna melita morgan sex would added much emotional conflict scene later film spoil deflate feeling warmth celebration half succeeds br br two strand narrative unconnected literally best approached two entirely different story allegorical meaning one compliment vice versa something conflict one ambition reality current situation enough herzog scene merit place film connection two allegorically connected thread inevitably strained inclusion retrospect tedious br br ambitious step forward julien donkey boy suffers mostly least lookalike segment far many character film running length flaw would even worse big star name played everyone originally planned br br many imagery self contained beauty moment real genuine connection soundtrack feel like much suited art installation photo exhibition exploration mimesis nature impersonation lose none power indeed would perhaps impressive loneliness attached iconic performativity encountered icon aspire like well captured image wherein marilyn monroe gorgeous samantha morton seduces camera seven year itch pose middle forest sammy davis jr jason pennycooke settle post dance rehearsal back camera overlooking incredible tranquil lake br br moment like title randomly chosen michael jackson song crawl across scene married one another film narrative far le affecting br br see lost faith egg singing scene late know scene mean stick like sore thumb sort gimmicky attempt new cinematic language korine previously hailed,0
one thing hollywood someone success always rushed copied another thing player give best performance away home studio br br rock hudson got accolade performance texas based film giant universal executive must thought let quick get another modern texas setting br br similarly robert stack got great review high mighty pilot cracking strain flying damaged aircraft natural give another crack role br br end achieved written wind hudson big ranch owner son hunting companion robert stack father took hudson wing word james dean part without james dean racism giant br br lauren bacall executive secretary advertising agency stack hadley oil company us hudson like dazzled stack million woos girl got mean really pursue campaign marries stack br br last least mix dorothy malone stack amoral sister yen rock rock get tangled wild child br br dorothy malone spent year whole bunch colorless film heroine role landing gem got best supporting actress award part marilee hadley well deserved br br like splashy technicolor fifty soap opera film,1
quentin tarantino partner crime roger avary co writer pulp fiction venture q go exec prod time boiled french thriller br br eric stoltz zed safe cracker extraordinaire drifted france u request old friend team motley crew drugged hippy little planning think knock bank vault full gold bullion french national holiday br br avary reworked robbery gone wrong theme tarantino developed well reservoir dog killing zoe good enough survive strength alone avary thrown rather beautiful distraction julie delpy zoe student come call girl entertains zed arrival paris stunning distraction certainly nothing br br guess director wanted add different angle basic theme sadly move help add depth shallow plot desperately needed never story idea nothing idea even surreal journey seedy dive paris uninspiring figure one would concede never much movie story bunch gangster shooting botched jewellery heist either add intricate character snappy dialogue reservoir dog killing zoe br br stoltz strong interpretation doubtful zed jean hughes anglade mad portrayal obsessive ring leader nothing lift proceeding short avary unsuccessfully attempted conjure entertainment nothing br br friday september astor theatre,0
love morgan freeman paz vega attractive appealing talented actress sure would good movie anything happened nothing short le minute minute long hour frustration scanned remaining odd minute excruciating br br freeman play actor worked researching part might play checkout clerk supermarket visit supermarket work nothing happens decides give ride home go arby target car wash nothing happens converse life nothing happens ever br br get also get bill murray flick lost translation broken flower like movie maybe like lot people find movie like whimsical charming reason escape find dialog fascinating common device movie ilk long take stillness silence actor delivers line supposed meaningful know meaningful followed two minute nothing screen sorry must philistine get kind movie funny charming thought provoking boring comedy drama tension laugh suspense action nothing watch short none thing go movie bored free see oddball quirky character real life go target fast food restaurant car wash element movie make even star stuff pay entertained br br crazy morgan freeman like hear ramble nothing fun wanna drool paz vega look listen nothing happens promise total snoozefest,0
movie horrible wonderful time first saw year old great deal nostalgic value movie cesar romero actually play character octavio man discovered santana also two actor monte markham play sam trying save daughter peter mark richman play priest large filmographies performance okay rest acting movie b film quality u cherish br br recently spent year trying acquire copy movie almost nonexistent assuming discontinued shortly release eventually find copy paid pretty penny acquire happen come upon judgement day video store unmistakeable cheesy green satan cover count among blessed live near one video store still working copy must see like laugh cheesy attempt scary movie,0
co directed starring rutger hauer film short based short story dutch writer harry murlisch br br minute film length get see life time harry unravels long time fascination room pass constantly youth returning city many year later find rented room br br using black white film texture accentuated delicate telling tale voice harry drawing world br br subtle tight performance rutger hauer non speaking character wonderful soundtrack dutch musician dyzack br br moment difficult see movie available dvd region l infidele liv ullman bonus track due released dvd hitcher another tight different performance hauer br br see film,1
movie george c scott best bernard hughes best diana rigg pithy course paddy chaevsky writing masterpiece warp also brief snippet future biggies like susan sarandon stockard channing etc one scene line necessarily spot fifth sixth time watching nancy marchand young middle age nurse supervisor also superb well practically every face hollywood br br one movie get better time see watch surprise scene ala wait dark one movie ever bought dvd superb,1
ok wile e coyote road runner cartoon know wec going set sort trap rr always maim various way certainly happens beep beep predictable guess think cartoon show try harm someone else get harmed sort like daffy duck always try undermine bug bunny integrity bug see around br br overall another classic termite terrace crowd sometimes think really wanted ease cold war tension could let soviet union see looney tune cartoon sure would loved another great one br br p learned jeopardy wile e coyote middle name ethelbert,1
movie written directed produced intention creating bad movie cult classic might say might hit ever sat watched movie absolutely awful becomes fascinating term fault well every one acting cast nominated worst acting performance award would hard find another film kind production budget contains little value whatsoever whole thing opening scene defies logic dialogue completely unbelievable illogical ditto behaviour general storyline film really mind boggling buffoon boardroom actually made decision spend money piece trash wow,0
saw world preem fido toronto international film festival thoroughly enjoyed welcome reworking genre widely thought pioneered certainly fleshed extensively successfully george romero canadian film canadian director comedy yes actually think better shawn dead thoroughly believable perhaps even importantly enjoyable performance dylan baker carrie anne moss young actor k sun ray suspect seeing lot future feature however must confess enjoyed delicious turn tim blake nelson neighbour mr theopolis essentially playing willing animated version victor van dort corpse bride seen film read even better corpse pride course scotch actor billy connolly least animated yet somehow deeply moving role titular character think would gotten role peter stormare commitment prison break revealed q following thursday night screening help speculate screenwriter must drawn lot inspiration day dead zombie bub keen ever revealing plot detail comment start suffice say fido one dour graphically gory zombie film rely romero rather film constantly chuckling although think back carefully sure fair dose blood letting violence delectable humour well enhanced surreal milieu created director currie co screenwriter go long way towards making seem like feature ought rated pg urge go see little canuck gem certainly buying dvd emerges hopefully next summer,1
